pid,attribution,original image link,label,wikipedia link,order,collection,thumbnail,full,manifest
spencer-davis-7ZpvOE2psxM-unsplash,Photo by Spencer Davis on Unsplash,https://unsplash.com/photos/7ZpvOE2psxM,Cattedrale di Santa Maria del Fiore,https://en.wikipedia.org/wiki/Florence_Cathedral,1,custom_images,"/img/derivatives/iiif/images/spencer-davis-7ZpvOE2psxM-unsplash/full/250,/0/default.jpg",/img/derivatives/iiif/images/spencer-davis-7ZpvOE2psxM-unsplash/full/full/0/default.jpg,/img/derivatives/iiif/spencer-davis-7ZpvOE2psxM-unsplash/manifest.json
